label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
hello,0.13413867354393005,0.9209346175193787,9.445695354770578e-07,0.23839765787124634,0.9114688634872437,-0.0667334794998169,0.30599331855773926,0.8067808747291565,-0.09417597204446793,0.3365373909473419,0.6894224286079407,-0.1084502562880516,0.3612896800041199,0.5872561931610107,-0.12457595765590668,0.2485678642988205,0.6714111566543579,-0.09955937415361404,0.2824775278568268,0.5253432989120483,-0.1378224790096283,0.30071836709976196,0.4272877275943756,-0.16256514191627502,0.31335633993148804,0.3502499461174011,-0.1802484095096588,0.17530673742294312,0.6466699838638306,-0.08468921482563019,0.20359429717063904,0.4925653338432312,-0.12160871922969818,0.2215682715177536,0.3837249279022217,-0.1490710973739624,0.23402060568332672,0.30421847105026245,-0.1691732406616211,0.11004364490509033,0.6561498045921326,-0.0728006437420845,0.12444654852151871,0.520437479019165,-0.1089329943060875,0.13356496393680573,0.4218277931213379,-0.13733862340450287,0.14280296862125397,0.34217652678489685,-0.1568910926580429,0.05606989562511444,0.6896020770072937,-0.0643029510974884,0.057301267981529236,0.5996348857879639,-0.10178858041763306,0.05878327786922455,0.5367648601531982,-0.12450949847698212,0.061981767416000366,0.4853498339653015,-0.13877210021018982
hello,0.12743934988975525,0.9620532989501953,9.239086580237199e-07,0.23175741732120514,0.9295962452888489,-0.057421039789915085,0.309541791677475,0.807229220867157,-0.07526778429746628,0.33730459213256836,0.6797593235969543,-0.08485210686922073,0.36366960406303406,0.578087329864502,-0.09519746899604797,0.25044211745262146,0.6526387929916382,-0.05317427217960358,0.28615185618400574,0.5151224136352539,-0.08561332523822784,0.30486932396888733,0.42560315132141113,-0.1109006330370903,0.31781765818595886,0.34933993220329285,-0.12846027314662933,0.17949801683425903,0.6314139366149902,-0.04478970915079117,0.2084311544895172,0.48248976469039917,-0.07157127559185028,0.22520501911640167,0.38412776589393616,-0.09591904282569885,0.23824912309646606,0.306100457906723,-0.11297085136175156,0.11104664206504822,0.6453225612640381,-0.04239889979362488,0.12179213762283325,0.499816358089447,-0.07164650410413742,0.1295710802078247,0.4060726761817932,-0.09459987282752991,0.13933779299259186,0.32730722427368164,-0.109797902405262,0.0430210679769516,0.6905109882354736,-0.04426371306180954,0.03206242620944977,0.5830897092819214,-0.07519056648015976,0.029421702027320862,0.5120522975921631,-0.09078032523393631,0.032492801547050476,0.44622671604156494,-0.09936296939849854
hello,0.10869704186916351,0.9647118449211121,8.408865141973365e-07,0.21760985255241394,0.9277127981185913,-0.05205054581165314,0.3027721345424652,0.7903757095336914,-0.06370961666107178,0.33575695753097534,0.6550012230873108,-0.06921642273664474,0.36867475509643555,0.5553448796272278,-0.07427030056715012,0.25106877088546753,0.623196005821228,-0.031190995126962662,0.290616512298584,0.48194921016693115,-0.05659543722867966,0.3093157410621643,0.3941974639892578,-0.07858791947364807,0.3224472403526306,0.32094496488571167,-0.09444137662649155,0.18051327764987946,0.6036413311958313,-0.024954723194241524,0.21115374565124512,0.45579496026039124,-0.0456339567899704,0.2290765345096588,0.3590395450592041,-0.06753623485565186,0.2435319572687149,0.28170663118362427,-0.0834025889635086,0.11129867285490036,0.6160218715667725,-0.025937415659427643,0.12599268555641174,0.46786007285118103,-0.05071328952908516,0.13438831269741058,0.37605103850364685,-0.07166557013988495,0.14626377820968628,0.2975321114063263,-0.08592788875102997,0.039413899183273315,0.6583159565925598,-0.03162335604429245,0.02972017228603363,0.5473707318305969,-0.05999046191573143,0.027052417397499084,0.47598421573638916,-0.07465383410453796,0.03221428394317627,0.4072096347808838,-0.08272970467805862
hello,0.10260682553052902,0.9790396690368652,6.805223620176548e-07,0.2143089771270752,0.9340036511421204,-0.04864545166492462,0.30263951420783997,0.7969520688056946,-0.05882830172777176,0.3369709849357605,0.6609087586402893,-0.06457728147506714,0.37020719051361084,0.5595394968986511,-0.06981980055570602,0.2513025104999542,0.6238465309143066,-0.023864595219492912,0.290099173784256,0.4842175245285034,-0.05034525319933891,0.3086865544319153,0.39579737186431885,-0.07367844879627228,0.3221212923526764,0.3208923637866974,-0.09078862518072128,0.18170857429504395,0.6030293107032776,-0.020359953865408897,0.21193957328796387,0.45270994305610657,-0.04178105294704437,0.2304501235485077,0.3583638370037079,-0.06394896656274796,0.24505417048931122,0.2820323407649994,-0.08035986870527267,0.11285434663295746,0.6152887344360352,-0.024440033361315727,0.12487639486789703,0.46774303913116455,-0.04948016256093979,0.13222460448741913,0.3755547106266022,-0.06916779279708862,0.14242784678936005,0.29641488194465637,-0.0830150917172432,0.04096117615699768,0.6585960984230042,-0.03343985602259636,0.030872777104377747,0.5486491918563843,-0.06054829806089401,0.02812984585762024,0.4758767783641815,-0.07412075251340866,0.03190872073173523,0.40582525730133057,-0.08220140635967255
hello,0.10374046862125397,0.9814285039901733,7.499972412006173e-07,0.2173459529876709,0.9280498027801514,-0.04567710682749748,0.30738377571105957,0.7773110866546631,-0.04884589463472366,0.3452584445476532,0.6372116804122925,-0.048110511153936386,0.3749241232872009,0.5366419553756714,-0.045878227800130844,0.2524299621582031,0.6079537272453308,-0.003989872056990862,0.29305094480514526,0.46939709782600403,-0.020656006410717964,0.31214866042137146,0.3808134198188782,-0.03972604125738144,0.32599136233329773,0.30700966715812683,-0.054705146700143814,0.18278545141220093,0.5860148668289185,0.0014272378757596016,0.21410709619522095,0.43768590688705444,-0.010354863479733467,0.23324519395828247,0.3421662151813507,-0.029529722407460213,0.24897661805152893,0.2653408348560333,-0.04439105838537216,0.11347083002328873,0.5960994362831116,-0.0015548097435384989,0.12686815857887268,0.4475952386856079,-0.019342495128512383,0.1365777850151062,0.3569006025791168,-0.03838355839252472,0.14944988489151,0.279849112033844,-0.05244583263993263,0.040606290102005005,0.6363153457641602,-0.009750640019774437,0.03173878788948059,0.527600884437561,-0.031590431928634644,0.02934424579143524,0.4572703540325165,-0.04392402619123459,0.03493909537792206,0.3897308111190796,-0.05166346952319145
hello,0.10496408492326736,0.9840198755264282,6.89606736159476e-07,0.21784570813179016,0.9256126880645752,-0.04264972358942032,0.3066653609275818,0.7804062366485596,-0.045429330319166183,0.34308502078056335,0.6412111520767212,-0.045119110494852066,0.37121206521987915,0.5416122078895569,-0.04330940544605255,0.25477808713912964,0.6058874130249023,-0.00027209214749746025,0.2951631546020508,0.4683937132358551,-0.016774635761976242,0.3134819269180298,0.38220635056495667,-0.036086466163396835,0.32762348651885986,0.30985790491104126,-0.05110810697078705,0.18516351282596588,0.5835753083229065,0.003680937923491001,0.2146236002445221,0.4329814612865448,-0.006678375415503979,0.2324194312095642,0.3403535783290863,-0.025030354037880898,0.24682387709617615,0.26568129658699036,-0.03972279280424118,0.11581195890903473,0.5939249992370605,-0.0007172336336225271,0.127048060297966,0.44666701555252075,-0.016475537791848183,0.13471719622612,0.3556310832500458,-0.034722212702035904,0.14497897028923035,0.2780616581439972,-0.04894840717315674,0.042686402797698975,0.6352750658988953,-0.010276293382048607,0.032288894057273865,0.5281978845596313,-0.02926965057849884,0.02904006838798523,0.4586538076400757,-0.040196970105171204,0.032865479588508606,0.3912400007247925,-0.047630392014980316
hello,0.11052926629781723,0.9834997057914734,7.272679454217723e-07,0.2232683300971985,0.9195407032966614,-0.04288274794816971,0.3091806173324585,0.7682695984840393,-0.045433636754751205,0.34739452600479126,0.6277961730957031,-0.04523228481411934,0.3765520453453064,0.5272595882415771,-0.04357750713825226,0.2575235068798065,0.5978875160217285,0.001918600406497717,0.2973115146160126,0.4593532085418701,-0.014296852052211761,0.31509634852409363,0.3715340793132782,-0.03387917950749397,0.32886171340942383,0.2980319857597351,-0.049251358956098557,0.18759290874004364,0.5759715437889099,0.005847208201885223,0.21669423580169678,0.42486831545829773,-0.004240819718688726,0.23463751375675201,0.3312472403049469,-0.022264111787080765,0.24998891353607178,0.25498074293136597,-0.036728374660015106,0.11758482456207275,0.5867510437965393,0.0010513588786125183,0.12726981937885284,0.4388429522514343,-0.014481703750789165,0.13641968369483948,0.34675878286361694,-0.03218551725149155,0.14858266711235046,0.2672068476676941,-0.0461241640150547,0.044466957449913025,0.6281614303588867,-0.009171213954687119,0.03497663140296936,0.5200584530830383,-0.028075996786355972,0.03272742033004761,0.4489557445049286,-0.03878677263855934,0.03752166032791138,0.37910196185112,-0.04623172804713249
hello,0.11097205430269241,0.985639214515686,7.298734772120952e-07,0.22402438521385193,0.9197543859481812,-0.04335295781493187,0.30832475423812866,0.7714895009994507,-0.04600032791495323,0.34748274087905884,0.6323750615119934,-0.04582866281270981,0.37793660163879395,0.5319405794143677,-0.04394154250621796,0.2589053511619568,0.5966760516166687,0.005025513004511595,0.29829350113868713,0.4584566652774811,-0.009501159191131592,0.315583199262619,0.37165045738220215,-0.02862796187400818,0.32923561334609985,0.29784560203552246,-0.04393940791487694,0.1886672079563141,0.5745123028755188,0.009523948654532433,0.21753501892089844,0.4228079319000244,0.001298126531764865,0.2349025011062622,0.32982030510902405,-0.016447357833385468,0.2493007779121399,0.25395864248275757,-0.031038934364914894,0.11832813173532486,0.585921049118042,0.00506945326924324,0.12822656333446503,0.43983331322669983,-0.008962373249232769,0.13677741587162018,0.3487478494644165,-0.026988189667463303,0.1479436606168747,0.2695285975933075,-0.0414530411362648,0.04509514570236206,0.6276819705963135,-0.0049353609792888165,0.03594216704368591,0.5199859142303467,-0.02269413135945797,0.03375905752182007,0.44920581579208374,-0.03346504643559456,0.03845423460006714,0.37883782386779785,-0.041233934462070465
hello,0.11021881550550461,0.9773790240287781,6.852214369246212e-07,0.22814610600471497,0.9102796316146851,-0.04171757400035858,0.316777765750885,0.7583861351013184,-0.04390488937497139,0.35865873098373413,0.6195033192634583,-0.04350276663899422,0.3839956521987915,0.5166816711425781,-0.04200199246406555,0.2601965069770813,0.5925706624984741,-0.001161673804745078,0.300772488117218,0.4527416229248047,-0.019270187243819237,0.3188912868499756,0.36596792936325073,-0.03986994922161102,0.3331288695335388,0.2917064130306244,-0.05579818785190582,0.1905248761177063,0.5708929300308228,0.0017468451987951994,0.22023987770080566,0.41860198974609375,-0.010676762089133263,0.2378884255886078,0.324951171875,-0.03011980839073658,0.2525508999824524,0.24747174978256226,-0.045708924531936646,0.12018336355686188,0.5814327597618103,-0.0036689923144876957,0.13154351711273193,0.4343944489955902,-0.02061186358332634,0.14047574996948242,0.3428255617618561,-0.03862277790904045,0.15179939568042755,0.26314273476600647,-0.052844297140836716,0.04683203995227814,0.621884822845459,-0.014326898381114006,0.03949998319149017,0.5137753486633301,-0.03370584920048714,0.037900179624557495,0.4419649839401245,-0.04422290250658989,0.04231007397174835,0.3713158369064331,-0.051676440984010696
hello,0.108759805560112,0.97334885597229,6.861993142592837e-07,0.2270042896270752,0.9071804285049438,-0.04139002785086632,0.31732213497161865,0.7579672932624817,-0.04250156134366989,0.3567144274711609,0.6205184459686279,-0.04098057374358177,0.38167330622673035,0.518230676651001,-0.0380694679915905,0.26184192299842834,0.5885015726089478,0.00304498546756804,0.301527202129364,0.44957056641578674,-0.01278797909617424,0.3186854124069214,0.3640947639942169,-0.03232003375887871,0.3317677676677704,0.2913567125797272,-0.04750734567642212,0.1912831962108612,0.5663407444953918,0.006608329247683287,0.2211962640285492,0.41470903158187866,-0.003365572774782777,0.23892748355865479,0.3219278156757355,-0.02211693301796913,0.25268492102622986,0.24704387784004211,-0.0371006540954113,0.12075231224298477,0.5773749351501465,0.00168795941863209,0.1317884474992752,0.4301167130470276,-0.013271347619593143,0.13946887850761414,0.3392953872680664,-0.03154672682285309,0.14904513955116272,0.2613608241081238,-0.0459037721157074,0.04768206179141998,0.6186068654060364,-0.0084499167278409,0.03937557339668274,0.5118693113327026,-0.02635352313518524,0.0368107408285141,0.44230586290359497,-0.036759838461875916,0.04072237014770508,0.37472033500671387,-0.04403745010495186
